name,en_prod
CO_Cat675,-3434.76470089
CO_Cat676,-3420.28615554
CO_Cat677,-3878.08361473
CO_Cat678,-3817.05777834
CO_Cat679,-5258.17062300
CO_Cat680,-3577.42953083
CO_Cat681,-3577.39741447
CO_Cat682,-3577.42991747
CO_Cat683,-4335.83429637
CO_Cat684,-3721.07578385
CO_Cat685,-3878.21625391
CO_Cat686,-4117.84165432
CO_Cat687,-3878.22446687
CO_Cat688,-5558.95558354
CO_Cat689,-3577.42279935
CO_Cat690,-3734.55495493
CO_Cat691,-2968.16832976
CO_Cat692,-3282.42730007
CO_Cat693,-3878.06956805
CO_Cat694,-3878.22217822
CO_Cat695,-3734.55609016
CO_Cat696,-3974.18348414
CO_Cat697,-2811.05021908
CO_Cat698,-2968.16538914
CO_Cat699,-3439.55070752
CO_Cat700,-3125.28342059
CO_Cat701,-3111.80099663
CO_Cat702,-3583.21937541
CO_Cat703,-3426.09376996
CO_Cat704,-3591.89182710
CO_Cat705,-3577.41613556
CO_Cat706,-4035.21339395
CO_Cat707,-3974.18757555
CO_Cat708,-5415.30085514
CO_Cat709,-3734.55883207
CO_Cat710,-3734.52152292
CO_Cat711,-3734.55949849
CO_Cat712,-4492.96703400
CO_Cat713,-3878.21059526
CO_Cat714,-4035.34872157
CO_Cat715,-4274.97428688
CO_Cat716,-4035.34976111
CO_Cat717,-5716.08952583
CO_Cat718,-3734.55433023
CO_Cat719,-3891.68871410
CO_Cat720,-3125.29471186
CO_Cat721,-3439.55437704
CO_Cat722,-4035.20130589
CO_Cat723,-4035.35569309
CO_Cat724,-3891.69598290
CO_Cat725,-4131.32352144
CO_Cat726,-3108.87000901
CO_Cat727,-3265.99231979
CO_Cat728,-3737.37977082
CO_Cat729,-3423.10478891
CO_Cat730,-3409.62654812
CO_Cat731,-3881.01808904
CO_Cat732,-3723.89949402
CO_Cat733,-3889.72232497
CO_Cat734,-3875.23727510
CO_Cat735,-4333.03540139
CO_Cat736,-4272.01037222
CO_Cat737,-5713.11885315
CO_Cat739,-4032.35021567
CO_Cat740,-4032.38005418
CO_Cat741,-4790.77041469
CO_Cat742,-4176.01678155
CO_Cat743,-4333.16227929
CO_Cat744,-4572.79972148
CO_Cat745,-4333.15798483
CO_Cat746,-6013.91403594
CO_Cat747,-4032.37138813
CO_Cat748,-4189.50415080
CO_Cat749,-3423.12145428
CO_Cat750,-3737.38695226
CO_Cat751,-4333.01363332
CO_Cat752,-4333.16812044
CO_Cat753,-4189.51803451
CO_Cat754,-4429.14474994
CO_Cat755,-3108.93961922
CO_Cat756,-3266.06252736
CO_Cat757,-3737.44074241
CO_Cat758,-3423.16788281
CO_Cat759,-3409.70512848
CO_Cat760,-3881.11602266
CO_Cat761,-3724.01055966
CO_Cat762,-3889.78451060
CO_Cat763,-3875.29440227
CO_Cat764,-4333.09514138
CO_Cat765,-4272.07218595
CO_Cat766,-5713.17845367
CO_Cat767,-4032.44357235
CO_Cat768,-4032.43025128
CO_Cat769,-4032.43849106
CO_Cat770,-4790.84639338
CO_Cat771,-4176.10516218
CO_Cat772,-4333.24529200
CO_Cat773,-4572.86842147
CO_Cat774,-4333.25229066
CO_Cat775,-6013.98089538
CO_Cat776,-4032.43677987
CO_Cat777,-4189.57286692
CO_Cat778,-3423.18862655
CO_Cat779,-3737.44927218
CO_Cat780,-4333.08407407
CO_Cat781,-4333.24542333
CO_Cat782,-4189.57747248
CO_Cat783,-4429.20692242
CO_Cat784,-3037.11915351
CO_Cat785,-3194.23544723
CO_Cat786,-3665.62457721
CO_Cat787,-3351.33698907
CO_Cat788,-3337.86820611
CO_Cat789,-3809.26522795
CO_Cat790,-3652.15719466
CO_Cat791,-3817.95177841
CO_Cat792,-3803.47626788
CO_Cat793,-4261.27562444
CO_Cat794,-4200.25076748
CO_Cat795,-5641.36111759
CO_Cat796,-3960.62090293
CO_Cat797,-3960.60478931
CO_Cat799,-4719.03107618
CO_Cat800,-4104.28058290
CO_Cat801,-4261.41094345
CO_Cat802,-4501.03544329
CO_Cat803,-4261.42473415
CO_Cat806,-4117.75222603
CO_Cat807,-3351.36824331
CO_Cat808,-3665.62695437
CO_Cat810,-4261.41330885
CO_Cat811,-4117.58548080
CO_Cat813,-3156.93278347
CO_Cat814,-3314.05103556
CO_Cat815,-3785.43496046
CO_Cat816,-3471.15805304
CO_Cat817,-3457.68290205
CO_Cat818,-3929.08651267
CO_Cat819,-3771.98063631
CO_Cat820,-3937.77126214
CO_Cat821,-3923.29263180
CO_Cat822,-4381.08827280
CO_Cat823,-4320.06391407
CO_Cat824,-5761.17429249
CO_Cat825,-4080.43538887
CO_Cat826,-4080.41299624
CO_Cat827,-4080.43574521
CO_Cat828,-4838.84096932
CO_Cat829,-4224.08417339
CO_Cat830,-4381.21916996
CO_Cat831,-4620.86546676
CO_Cat832,-4381.22929699
CO_Cat833,-6061.96496468
CO_Cat834,-4080.43367635
CO_Cat835,-4237.56394365
CO_Cat836,-3471.18064851
CO_Cat837,-3785.43938130
CO_Cat838,-4381.08192679
CO_Cat839,-4381.23446505
CO_Cat840,-4237.57213183
CO_Cat841,-4477.19289588
