name,en_prod
Rh_Cat810,-2989.48356146
Rh_Cat811,-2845.66352707
Rh_Cat813,-1884.99553680
Rh_Cat814,-2042.12249954
Rh_Cat815,-2513.50684566
Rh_Cat816,-2199.21995924
Rh_Cat817,-2185.74414688
Rh_Cat818,-2657.16365798
Rh_Cat819,-2500.04455375
Rh_Cat81,-2619.74349098
Rh_Cat820,-2665.83321219
Rh_Cat821,-2651.35342668
Rh_Cat822,-3109.16026203
Rh_Cat823,-3048.12043231
Rh_Cat824,-4489.24131371
Rh_Cat825,-2808.50217880
Rh_Cat826,-2808.47531198
Rh_Cat827,-2808.49688672
Rh_Cat828,-3566.91537498
Rh_Cat829,-2952.15150107
Rh_Cat82,-1853.35939127
Rh_Cat830,-3109.28367156
Rh_Cat831,-3348.91274568
Rh_Cat832,-3109.29856405
Rh_Cat833,-4790.02778472
Rh_Cat834,-2808.49116228
Rh_Cat835,-2965.63824359
Rh_Cat836,-2199.24973347
Rh_Cat837,-2513.51063931
Rh_Cat838,-3109.14252872
Rh_Cat839,-3109.28906239
Rh_Cat83,-2167.62200999
Rh_Cat840,-2965.63805340
Rh_Cat841,-3205.25504665
Rh_Cat84,-2763.26504698
Rh_Cat85,-2763.41212780
Rh_Cat86,-2619.74989592
Rh_Cat87,-2859.38340980
Rh_Cat88,-1381.98519343
Rh_Cat89,-1539.10363376
Rh_Cat8,-2005.70569173
Rh_Cat90,-2010.49046814
Rh_Cat91,-1696.20677953
Rh_Cat92,-1682.73266292
Rh_Cat93,-2154.14251423
Rh_Cat94,-1997.02829750
Rh_Cat95,-2162.81563189
Rh_Cat96,-2148.34350657
